,subspecies,pollen_carrying,"address_Alvin, TX, USA 77511","address_Athens, GA, USA 30607","address_Des Moines, IA, USA 50315","address_Keene, NH, USA 3431","address_New Orleans, LA, USA 70115","address_Saratoga, CA, USA 95070","health_Varroa, Small Hive Beetles",health_ant problems,"health_few varrao, hive beetles",health_healthy,health_missing queen,Day Time_Morning,Day Time_Afternoon,Day Time_Evening,month_7,month_8
1297,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1298,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1299,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1300,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1301,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1302,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1303,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1304,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1305,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1306,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1307,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1308,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1309,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1310,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1311,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1312,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1313,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1314,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1315,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1316,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1317,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1318,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1319,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1320,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1321,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1322,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1323,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1324,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1325,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1326,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1327,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1328,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1329,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1330,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1331,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1332,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1333,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1334,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1335,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1336,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1337,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1338,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1339,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1340,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1341,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1342,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1343,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1344,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1345,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1346,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1347,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1348,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1349,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1350,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1351,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1352,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1353,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1354,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1355,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1356,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1357,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1358,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1359,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1360,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1361,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1362,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1363,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1364,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1365,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1366,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1367,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1368,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1369,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1370,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1371,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1372,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1373,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1374,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1375,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1376,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1377,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1378,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1379,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1380,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1381,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1382,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1383,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1384,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1385,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1386,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1387,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1388,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1389,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1390,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1391,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1392,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1393,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1394,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1395,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1396,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1397,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1398,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1399,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1400,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1401,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1402,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1403,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1404,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1405,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1406,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1407,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1408,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1409,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1410,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1411,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1412,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1413,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1414,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1415,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1416,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1417,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1418,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1419,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1420,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1421,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1422,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1423,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1424,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1425,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1426,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1427,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1428,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1429,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1430,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1431,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1432,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1433,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1434,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1435,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1436,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1437,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1438,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1439,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1440,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1441,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1442,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1443,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1444,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1445,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1446,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1447,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1448,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1449,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1450,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1451,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1452,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1453,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1454,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1455,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1456,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1457,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1458,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1459,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1460,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1461,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1462,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1463,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1464,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1465,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1466,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1467,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1468,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1469,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1470,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1471,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1472,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1473,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1474,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1475,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1476,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1477,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1478,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1479,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1480,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1481,Italian honey bee,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1482,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1483,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1484,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1485,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1486,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1487,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1488,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1489,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1490,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1491,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1492,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1493,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1494,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1495,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1496,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1497,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1498,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1499,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1500,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1501,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1502,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1503,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1504,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1505,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1506,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1507,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1508,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1509,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1510,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1511,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1512,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1513,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1514,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1515,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1516,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1517,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1518,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1519,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1520,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1521,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1522,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1523,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1524,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1525,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1526,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1527,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1528,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1529,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1530,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1531,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1532,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1533,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1534,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1535,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1536,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1537,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1538,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1539,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1540,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1541,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1542,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1543,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1544,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1545,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1546,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1547,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1548,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1549,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1550,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1551,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1552,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1553,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1554,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1555,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1556,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1557,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1558,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1559,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1560,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1561,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1562,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1563,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1564,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1565,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1566,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1567,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1568,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1569,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1570,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1571,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1572,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1573,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1574,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1575,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1576,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1577,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1578,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1579,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1580,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1581,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1582,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1583,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1584,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1585,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1586,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1587,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1588,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1589,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1590,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1591,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1592,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1593,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1594,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1595,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1596,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1597,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1598,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1599,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1600,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1601,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1602,Italian honey bee,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
